counter,av_current, av_target, spd,av_current, av_target, spd,av_current, av_target, spd
8,453.07,440.00,0.54,458.34,440.00,0.50,456.70,440.00,0.51
1,452.70,440.00,0.51,460.15,440.00,0.45,461.23,440.00,0.45
2,455.73,440.00,0.47,477.19,440.00,0.29,474.30,440.00,0.31
3,456.92,440.00,0.43,480.77,440.00,0.19,480.30,440.00,0.20
4,455.89,440.00,0.40,481.22,440.00,0.11,482.20,440.00,0.11
5,454.84,440.00,0.38,473.99,440.00,0.08,473.31,440.00,0.09
6,450.94,440.00,0.37,466.67,440.00,0.06,464.92,440.00,0.08
7,446.36,440.00,0.38,457.14,440.00,0.07,455.14,440.00,0.10
8,444.29,430.00,0.51,449.36,430.00,0.48,443.79,430.00,0.52
1,442.79,430.00,0.50,451.22,430.00,0.43,451.19,430.00,0.44
2,444.25,430.00,0.46,463.04,430.00,0.30,467.25,430.00,0.28
3,448.66,430.00,0.40,471.99,430.00,0.17,471.55,430.00,0.18
4,444.75,430.00,0.39,470.39,430.00,0.10,470.85,430.00,0.10
5,445.87,430.00,0.35,464.34,430.00,0.06,463.54,430.00,0.07
6,440.46,430.00,0.36,455.21,430.00,0.06,453.07,430.00,0.08
7,436.26,430.00,0.37,446.06,430.00,0.07,444.01,430.00,0.09
8,430.29,420.00,0.53,437.30,420.00,0.48,434.51,420.00,0.50
1,434.61,420.00,0.48,440.10,420.00,0.42,435.38,420.00,0.46
2,436.66,420.00,0.43,453.62,420.00,0.29,456.75,420.00,0.28
3,436.89,420.00,0.40,462.74,420.00,0.16,461.98,420.00,0.17
4,433.15,420.00,0.39,457.93,420.00,0.11,458.98,420.00,0.11
5,435.23,420.00,0.35,452.14,420.00,0.07,452.84,420.00,0.07
6,430.69,420.00,0.35,443.23,420.00,0.07,442.44,420.00,0.08
7,426.20,420.00,0.36,436.60,420.00,0.07,435.09,420.00,0.09
8,422.63,410.00,0.50,426.69,410.00,0.47,424.56,410.00,0.48
1,421.96,410.00,0.48,430.70,410.00,0.41,429.42,410.00,0.42
2,425.81,410.00,0.43,442.15,410.00,0.29,442.59,410.00,0.29
3,425.31,410.00,0.40,450.41,410.00,0.16,450.63,410.00,0.17
4,426.78,410.00,0.36,446.15,410.00,0.11,445.94,410.00,0.12
5,423.25,410.00,0.35,441.75,410.00,0.07,440.53,410.00,0.09
6,419.91,410.00,0.34,433.84,410.00,0.06,432.51,410.00,0.08
7,416.94,410.00,0.35,425.53,410.00,0.07,422.28,410.00,0.11
8,410.84,400.00,0.50,418.22,400.00,0.44,413.87,400.00,0.47
1,414.52,400.00,0.45,420.50,400.00,0.39,418.56,400.00,0.41
2,413.56,400.00,0.43,434.68,400.00,0.25,433.69,400.00,0.27
3,418.03,400.00,0.37,439.08,400.00,0.15,438.87,400.00,0.17
4,414.41,400.00,0.36,434.54,400.00,0.10,438.31,400.00,0.09
5,415.10,400.00,0.32,431.24,400.00,0.06,428.82,400.00,0.08
6,408.50,400.00,0.34,422.20,400.00,0.06,421.41,400.00,0.08
7,405.38,400.00,0.34,413.02,400.00,0.08,413.36,400.00,0.09
8,402.22,390.00,0.47,405.77,390.00,0.45,402.34,390.00,0.47
1,399.15,390.00,0.47,408.38,390.00,0.40,408.03,390.00,0.41
2,406.09,390.00,0.40,422.80,390.00,0.26,422.55,390.00,0.27
3,406.11,390.00,0.37,430.33,390.00,0.14,432.23,390.00,0.14
4,404.73,390.00,0.35,426.55,390.00,0.09,426.62,390.00,0.09
5,403.29,390.00,0.33,421.33,390.00,0.05,420.73,390.00,0.06
6,396.70,390.00,0.35,411.42,390.00,0.06,410.10,390.00,0.07
7,397.51,390.00,0.33,404.18,390.00,0.06,401.65,390.00,0.09
8,392.54,380.00,0.46,398.05,380.00,0.42,393.06,380.00,0.45
1,391.64,380.00,0.44,396.44,380.00,0.39,397.34,380.00,0.40
2,393.92,380.00,0.40,410.03,380.00,0.26,410.67,380.00,0.27
3,393.67,380.00,0.37,419.11,380.00,0.14,419.31,380.00,0.15
4,394.53,380.00,0.34,416.80,380.00,0.08,415.17,380.00,0.10
5,391.90,380.00,0.33,409.70,380.00,0.05,409.10,380.00,0.07
6,388.68,380.00,0.33,401.67,380.00,0.05,401.15,380.00,0.07
7,386.25,380.00,0.33,392.53,380.00,0.07,391.24,380.00,0.09
8,382.08,370.00,0.44,383.05,370.00,0.44,383.62,370.00,0.43
1,380.63,370.00,0.43,388.05,370.00,0.38,383.89,370.00,0.40
2,382.80,370.00,0.39,402.44,370.00,0.24,401.51,370.00,0.25
3,386.07,370.00,0.35,406.76,370.00,0.14,407.17,370.00,0.15
4,384.43,370.00,0.32,405.12,370.00,0.08,406.07,370.00,0.08
5,380.21,370.00,0.33,396.83,370.00,0.07,397.02,370.00,0.07
6,375.91,370.00,0.33,391.42,370.00,0.05,389.77,370.00,0.07
7,374.29,370.00,0.33,384.62,370.00,0.06,383.05,370.00,0.08
8,372.90,360.00,0.42,374.82,360.00,0.41,372.96,360.00,0.42
1,371.45,360.00,0.41,376.03,360.00,0.37,375.57,360.00,0.38
2,374.36,360.00,0.37,390.75,360.00,0.24,387.00,360.00,0.27
3,373.89,360.00,0.34,396.02,360.00,0.14,398.25,360.00,0.14
4,372.47,360.00,0.32,396.95,360.00,0.06,394.82,360.00,0.08
5,367.70,360.00,0.33,386.42,360.00,0.06,388.97,360.00,0.05
6,368.48,360.00,0.31,382.59,360.00,0.03,378.85,360.00,0.07
7,362.66,360.00,0.33,372.61,360.00,0.06,370.48,360.00,0.09
8,360.95,350.00,0.42,363.21,350.00,0.41,362.44,350.00,0.41
1,361.26,350.00,0.40,367.77,350.00,0.35,366.39,350.00,0.36
2,364.36,350.00,0.36,380.23,350.00,0.23,378.49,350.00,0.24
3,362.26,350.00,0.34,385.42,350.00,0.13,385.61,350.00,0.14
4,356.26,350.00,0.36,381.59,350.00,0.09,381.44,350.00,0.09
5,364.28,350.00,0.29,375.97,350.00,0.06,375.82,350.00,0.07
6,357.67,350.00,0.31,370.16,350.00,0.05,368.30,350.00,0.07
7,355.30,350.00,0.31,361.58,350.00,0.07,359.26,350.00,0.10
8,349.59,340.00,0.42,354.81,340.00,0.38,349.76,340.00,0.42
1,351.29,340.00,0.39,353.81,340.00,0.36,356.25,340.00,0.35
2,351.42,340.00,0.36,361.79,340.00,0.28,370.37,340.00,0.22
3,353.72,340.00,0.33,382.49,340.00,0.09,373.89,340.00,0.14
4,352.22,340.00,0.31,375.47,340.00,0.05,370.89,340.00,0.09
5,348.08,340.00,0.31,369.64,340.00,0.02,364.04,340.00,0.08
6,345.91,340.00,0.31,359.43,340.00,0.03,356.97,340.00,0.08
7,341.80,340.00,0.33,349.65,340.00,0.06,347.22,340.00,0.11
8,342.47,330.00,0.38,343.70,330.00,0.38,342.41,330.00,0.38
1,340.80,330.00,0.37,346.83,330.00,0.33,342.85,330.00,0.36
2,341.80,330.00,0.34,356.97,330.00,0.22,357.55,330.00,0.23
3,341.67,330.00,0.32,361.98,330.00,0.13,362.15,330.00,0.14
4,341.23,330.00,0.30,359.80,330.00,0.08,360.03,330.00,0.09
5,335.96,330.00,0.31,356.14,330.00,0.05,355.17,330.00,0.07
6,336.12,330.00,0.30,347.11,330.00,0.06,344.74,330.00,0.09
7,331.72,330.00,0.32,340.52,330.00,0.07,338.22,330.00,0.10
8,331.72,320.00,0.38,333.02,320.00,0.37,331.13,320.00,0.38
1,329.75,320.00,0.37,336.96,320.00,0.31,334.97,320.00,0.33
2,331.81,320.00,0.33,347.71,320.00,0.20,345.44,320.00,0.23
3,330.97,320.00,0.31,353.73,320.00,0.11,353.08,320.00,0.12
4,332.08,320.00,0.28,347.54,320.00,0.08,348.64,320.00,0.09
5,327.66,320.00,0.29,342.90,320.00,0.06,342.36,320.00,0.07
6,324.25,320.00,0.30,336.69,320.00,0.06,332.95,320.00,0.10
7,320.72,320.00,0.32,328.13,320.00,0.08,328.69,320.00,0.10
8,319.94,310.00,0.37,319.27,310.00,0.38,320.98,310.00,0.37
1,317.29,310.00,0.37,325.13,310.00,0.32,323.92,310.00,0.32
2,322.61,310.00,0.32,339.16,310.00,0.19,335.08,310.00,0.22
3,322.03,310.00,0.30,342.25,310.00,0.11,341.96,310.00,0.12
4,318.85,310.00,0.30,340.64,310.00,0.06,340.48,310.00,0.07
5,317.37,310.00,0.29,333.00,310.00,0.05,334.48,310.00,0.05
6,314.27,310.00,0.30,326.29,310.00,0.05,323.50,310.00,0.07
7,311.48,310.00,0.31,320.20,310.00,0.06,316.96,310.00,0.09
8,309.95,300.00,0.36,310.53,300.00,0.35,309.65,300.00,0.36
1,309.31,300.00,0.34,313.53,300.00,0.31,312.26,300.00,0.32
2,310.25,300.00,0.32,325.68,300.00,0.20,324.78,300.00,0.21
3,308.16,300.00,0.31,330.48,300.00,0.12,330.19,300.00,0.12
4,309.09,300.00,0.29,328.63,300.00,0.07,327.25,300.00,0.08
5,307.01,300.00,0.29,323.70,300.00,0.04,322.73,300.00,0.06
6,305.92,300.00,0.28,314.47,300.00,0.06,313.06,300.00,0.08
7,300.96,300.00,0.30,307.59,300.00,0.08,306.06,300.00,0.11
8,301.82,290.00,0.33,303.48,290.00,0.32,299.68,290.00,0.35
1,298.50,290.00,0.33,300.86,290.00,0.31,304.09,290.00,0.30
2,297.99,290.00,0.32,313.43,290.00,0.20,313.97,290.00,0.20
3,301.50,290.00,0.28,320.56,290.00,0.10,316.92,290.00,0.13
4,296.99,290.00,0.29,319.11,290.00,0.05,318.00,290.00,0.07
5,295.37,290.00,0.28,309.56,290.00,0.06,310.08,290.00,0.07
6,292.68,290.00,0.29,304.53,290.00,0.06,296.94,290.00,0.12
7,288.52,290.00,0.31,297.53,290.00,0.08,300.25,290.00,0.08
8,290.94,280.00,0.32,291.75,280.00,0.32,289.90,280.00,0.33
1,290.20,280.00,0.31,294.03,280.00,0.28,293.24,280.00,0.29
2,288.90,280.00,0.30,301.76,280.00,0.20,302.53,280.00,0.20
3,288.23,280.00,0.28,307.94,280.00,0.11,307.10,280.00,0.12
4,285.47,280.00,0.29,307.43,280.00,0.06,304.35,280.00,0.08
5,286.09,280.00,0.27,298.50,280.00,0.06,299.69,280.00,0.07
6,281.95,280.00,0.29,292.58,280.00,0.07,290.11,280.00,0.10
7,279.17,280.00,0.30,285.34,280.00,0.09,285.69,280.00,0.11
8,278.51,270.00,0.33,282.32,270.00,0.30,279.38,270.00,0.32
1,278.68,270.00,0.31,283.06,270.00,0.27,281.12,270.00,0.29
2,278.92,270.00,0.29,292.07,270.00,0.18,292.26,270.00,0.19
3,279.22,270.00,0.27,296.09,270.00,0.11,296.50,270.00,0.11
4,276.06,270.00,0.27,293.88,270.00,0.07,293.93,270.00,0.08
5,273.93,270.00,0.28,286.48,270.00,0.08,289.42,270.00,0.06
6,271.14,270.00,0.29,283.61,270.00,0.06,281.25,270.00,0.08
7,270.64,270.00,0.29,274.10,270.00,0.10,274.86,270.00,0.10
8,268.44,260.00,0.31,271.95,260.00,0.29,268.10,260.00,0.31
1,266.57,260.00,0.31,269.51,260.00,0.28,268.43,260.00,0.30
2,268.86,260.00,0.28,281.03,260.00,0.18,282.09,260.00,0.18
3,268.98,260.00,0.26,287.63,260.00,0.09,288.90,260.00,0.09
4,264.61,260.00,0.27,282.65,260.00,0.07,282.44,260.00,0.08
5,263.57,260.00,0.27,277.61,260.00,0.06,277.78,260.00,0.07
6,261.35,260.00,0.28,272.31,260.00,0.06,270.99,260.00,0.08
7,257.13,260.00,0.31,262.99,260.00,0.11,261.60,260.00,0.12
8,259.07,250.00,0.29,259.82,250.00,0.29,259.26,250.00,0.29
1,260.37,250.00,0.27,261.00,250.00,0.26,260.42,250.00,0.27
2,258.37,250.00,0.26,272.30,250.00,0.16,271.32,250.00,0.17
3,252.85,250.00,0.28,274.15,250.00,0.10,271.26,250.00,0.13
4,254.14,250.00,0.27,270.04,250.00,0.08,273.12,250.00,0.07
5,252.61,250.00,0.27,265.18,250.00,0.08,264.96,250.00,0.08
6,249.56,250.00,0.29,260.42,250.00,0.08,259.03,250.00,0.09
7,248.82,250.00,0.29,255.97,250.00,0.09,252.41,250.00,0.12
8,250.28,240.00,0.27,248.13,240.00,0.29,247.97,240.00,0.29
1,246.67,240.00,0.28,251.10,240.00,0.25,251.10,240.00,0.25
2,248.33,240.00,0.25,260.16,240.00,0.16,260.08,240.00,0.16
3,242.79,240.00,0.27,264.07,240.00,0.10,263.16,240.00,0.10
4,243.11,240.00,0.26,261.01,240.00,0.07,259.95,240.00,0.08
5,242.36,240.00,0.26,255.22,240.00,0.07,254.11,240.00,0.08
6,239.09,240.00,0.28,247.64,240.00,0.09,248.27,240.00,0.09
7,239.43,240.00,0.28,243.43,240.00,0.10,241.82,240.00,0.12
8,236.76,230.00,0.28,241.14,230.00,0.25,236.67,230.00,0.28
1,239.49,230.00,0.25,238.36,230.00,0.25,238.02,230.00,0.26
2,235.54,230.00,0.26,249.31,230.00,0.15,251.36,230.00,0.15
3,234.48,230.00,0.25,250.63,230.00,0.11,251.82,230.00,0.10
4,234.41,230.00,0.25,247.20,230.00,0.09,248.65,230.00,0.08
5,228.68,230.00,0.28,244.79,230.00,0.07,244.52,230.00,0.07
6,230.40,230.00,0.27,236.62,230.00,0.10,235.85,230.00,0.11
7,227.85,230.00,0.28,233.10,230.00,0.11,232.61,230.00,0.12
8,228.26,220.00,0.26,230.30,220.00,0.24,228.74,220.00,0.25
1,226.90,220.00,0.25,228.59,220.00,0.23,228.40,220.00,0.24
2,224.69,220.00,0.25,235.96,220.00,0.16,235.44,220.00,0.17
3,224.05,220.00,0.25,240.66,220.00,0.10,239.56,220.00,0.11
4,220.72,220.00,0.26,236.47,220.00,0.09,237.30,220.00,0.09
5,218.94,220.00,0.27,231.93,220.00,0.09,231.48,220.00,0.10
6,220.30,220.00,0.27,227.68,220.00,0.09,227.05,220.00,0.10
7,218.82,220.00,0.27,223.32,220.00,0.11,221.93,220.00,0.12
8,216.89,210.00,0.25,219.80,210.00,0.23,220.16,210.00,0.23
1,217.46,210.00,0.23,219.81,210.00,0.21,219.02,210.00,0.22
2,216.11,210.00,0.23,225.33,210.00,0.15,221.99,210.00,0.18
3,214.30,210.00,0.23,228.25,210.00,0.10,227.13,210.00,0.12
4,209.35,210.00,0.25,223.28,210.00,0.10,227.13,210.00,0.08
5,208.00,210.00,0.27,222.55,210.00,0.08,219.55,210.00,0.10
6,207.60,210.00,0.27,216.45,210.00,0.10,217.29,210.00,0.10
7,207.50,210.00,0.28,211.90,210.00,0.12,212.28,210.00,0.12
8,206.32,200.00,0.24,207.03,200.00,0.24,209.89,200.00,0.22
1,207.94,200.00,0.22,209.35,200.00,0.21,207.75,200.00,0.21
2,205.63,200.00,0.22,217.25,200.00,0.13,212.92,200.00,0.16
3,201.64,200.00,0.23,217.12,200.00,0.10,216.54,200.00,0.11
4,198.97,200.00,0.25,214.38,200.00,0.08,208.84,200.00,0.13
5,198.20,200.00,0.26,208.08,200.00,0.10,215.86,200.00,0.06
6,196.00,200.00,0.28,206.92,200.00,0.09,204.88,200.00,0.11
7,196.85,200.00,0.28,200.33,200.00,0.12,202.72,200.00,0.11
8,198.51,190.00,0.21,199.19,190.00,0.21,196.32,190.00,0.23
1,197.21,190.00,0.20,198.09,190.00,0.20,197.84,190.00,0.20
2,192.97,190.00,0.22,203.22,190.00,0.14,203.76,190.00,0.15
3,191.68,190.00,0.22,206.21,190.00,0.10,206.71,190.00,0.10
4,186.42,190.00,0.26,201.41,190.00,0.10,204.55,190.00,0.08
5,186.63,190.00,0.26,199.91,190.00,0.09,196.94,190.00,0.10
6,188.60,190.00,0.25,194.87,190.00,0.10,193.86,190.00,0.11
7,187.21,190.00,0.27,189.75,190.00,0.13,189.96,190.00,0.13
8,185.83,180.00,0.22,186.93,180.00,0.21,188.30,180.00,0.20
1,186.42,180.00,0.20,191.65,180.00,0.16,189.04,180.00,0.18
2,185.93,180.00,0.19,191.12,180.00,0.14,192.62,180.00,0.13
3,180.09,180.00,0.22,193.55,180.00,0.10,192.59,180.00,0.11
4,176.66,180.00,0.24,193.16,180.00,0.08,189.78,180.00,0.10
5,176.61,180.00,0.25,185.45,180.00,0.11,185.83,180.00,0.11
6,175.23,180.00,0.27,184.34,180.00,0.10,183.79,180.00,0.11
7,176.48,180.00,0.27,180.56,180.00,0.12,180.12,180.00,0.13
8,178.25,170.00,0.19,177.85,170.00,0.19,177.88,170.00,0.19
1,175.75,170.00,0.19,178.15,170.00,0.17,177.75,170.00,0.17
2,172.80,170.00,0.20,183.03,170.00,0.12,181.88,170.00,0.13
3,166.98,170.00,0.23,180.25,170.00,0.11,179.71,170.00,0.12
4,167.59,170.00,0.23,179.39,170.00,0.10,178.17,170.00,0.11
5,162.84,170.00,0.27,175.95,170.00,0.10,174.50,170.00,0.12
6,167.38,170.00,0.25,175.40,170.00,0.10,172.74,170.00,0.12
7,165.94,170.00,0.27,168.72,170.00,0.13,172.22,170.00,0.12
8,168.31,160.00,0.17,168.63,160.00,0.17,168.76,160.00,0.17
1,165.88,160.00,0.17,166.86,160.00,0.16,167.65,160.00,0.16
2,160.68,160.00,0.20,169.60,160.00,0.13,170.39,160.00,0.12
3,159.34,160.00,0.20,169.37,160.00,0.11,168.11,160.00,0.12
4,156.02,160.00,0.23,170.54,160.00,0.09,166.45,160.00,0.11
5,151.77,160.00,0.27,163.68,160.00,0.11,166.72,160.00,0.10
6,155.05,160.00,0.26,161.89,160.00,0.12,162.02,160.00,0.12
7,155.69,160.00,0.26,160.13,160.00,0.13,158.55,160.00,0.14
8,156.22,150.00,0.17,158.85,150.00,0.15,159.03,150.00,0.15
1,157.36,150.00,0.15,159.55,150.00,0.13,159.29,150.00,0.13
2,152.46,150.00,0.17,158.06,150.00,0.12,158.55,150.00,0.12
3,146.99,150.00,0.20,159.42,150.00,0.10,155.51,150.00,0.12
4,143.21,150.00,0.24,155.71,150.00,0.10,154.87,150.00,0.12
5,143.14,150.00,0.25,151.06,150.00,0.12,154.55,150.00,0.11
6,142.64,150.00,0.27,152.19,150.00,0.11,149.23,150.00,0.14
7,143.50,150.00,0.28,147.15,150.00,0.14,149.72,150.00,0.13
8,148.00,140.00,0.14,148.31,140.00,0.14,148.32,140.00,0.14
1,148.93,140.00,0.12,149.58,140.00,0.12,149.43,140.00,0.12
2,139.12,140.00,0.17,148.49,140.00,0.10,148.03,140.00,0.11
3,137.17,140.00,0.19,145.37,140.00,0.11,145.19,140.00,0.11
4,131.01,140.00,0.24,144.32,140.00,0.11,143.89,140.00,0.11
5,131.71,140.00,0.25,142.97,140.00,0.11,139.35,140.00,0.13
6,134.64,140.00,0.25,139.64,140.00,0.12,140.81,140.00,0.13
7,133.32,140.00,0.27,137.05,140.00,0.14,140.31,140.00,0.13
8,136.34,130.00,0.14,138.80,130.00,0.12,139.10,130.00,0.12
1,134.21,130.00,0.14,140.15,130.00,0.10,136.77,130.00,0.12
2,129.95,130.00,0.16,134.84,130.00,0.11,137.83,130.00,0.10
3,125.08,130.00,0.20,136.31,130.00,0.09,133.46,130.00,0.11
4,121.24,130.00,0.24,131.60,130.00,0.11,131.50,130.00,0.12
5,122.20,130.00,0.25,129.76,130.00,0.12,132.58,130.00,0.11
6,124.76,130.00,0.24,129.39,130.00,0.13,130.08,130.00,0.12
7,124.98,130.00,0.25,128.67,130.00,0.13,127.69,130.00,0.14
8,128.04,120.00,0.12,128.87,120.00,0.11,128.37,120.00,0.11
1,123.68,120.00,0.13,128.72,120.00,0.09,127.78,120.00,0.10
2,120.33,120.00,0.15,125.83,120.00,0.10,125.55,120.00,0.10
3,114.42,120.00,0.19,124.32,120.00,0.09,121.97,120.00,0.11
4,110.12,120.00,0.23,122.01,120.00,0.10,121.63,120.00,0.11
5,111.68,120.00,0.24,117.26,120.00,0.13,118.89,120.00,0.13
6,111.80,120.00,0.25,117.04,120.00,0.14,120.77,120.00,0.12
7,114.04,120.00,0.25,118.81,120.00,0.13,117.04,120.00,0.14
8,114.92,110.00,0.12,116.95,110.00,0.11,119.03,110.00,0.09
1,117.63,110.00,0.09,115.92,110.00,0.10,116.73,110.00,0.09
2,106.87,110.00,0.15,114.94,110.00,0.10,115.02,110.00,0.09
3,105.27,110.00,0.17,113.89,110.00,0.09,110.94,110.00,0.11
4,99.66,110.00,0.22,109.72,110.00,0.12,110.24,110.00,0.11
5,100.61,110.00,0.23,106.44,110.00,0.14,109.03,110.00,0.12
6,100.18,110.00,0.26,108.11,110.00,0.13,107.43,110.00,0.13
7,101.28,110.00,0.27,110.24,110.00,0.12,106.26,110.00,0.15
8,107.39,100.00,0.09,110.17,100.00,0.07,109.22,100.00,0.08
1,108.50,100.00,0.07,109.01,100.00,0.06,109.05,100.00,0.06
2,99.35,100.00,0.12,103.60,100.00,0.08,102.99,100.00,0.09
3,93.08,100.00,0.16,99.53,100.00,0.10,102.07,100.00,0.09
4,87.63,100.00,0.21,100.32,100.00,0.10,98.04,100.00,0.11
5,88.20,100.00,0.23,96.28,100.00,0.12,95.83,100.00,0.13
6,86.59,100.00,0.27,95.59,100.00,0.14,96.23,100.00,0.13
7,94.15,100.00,0.24,93.69,100.00,0.16,96.25,100.00,0.14
8,95.88,90.00,0.09,100.08,90.00,0.06,97.61,90.00,0.08
1,94.73,90.00,0.08,98.41,90.00,0.05,97.86,90.00,0.06
2,86.53,90.00,0.13,93.81,90.00,0.06,93.03,90.00,0.08
3,82.47,90.00,0.17,88.08,90.00,0.10,90.92,90.00,0.09
4,78.46,90.00,0.21,88.33,90.00,0.10,86.02,90.00,0.12
5,79.87,90.00,0.22,83.57,90.00,0.14,86.57,90.00,0.12
6,77.34,90.00,0.26,84.35,90.00,0.14,85.08,90.00,0.14
7,84.54,90.00,0.24,88.00,90.00,0.13,85.62,90.00,0.15
8,85.80,80.00,0.07,87.30,80.00,0.06,90.12,80.00,0.04
1,84.11,80.00,0.07,88.60,80.00,0.04,88.65,80.00,0.03
2,77.06,80.00,0.12,82.38,80.00,0.07,83.43,80.00,0.05
3,73.77,80.00,0.14,80.13,80.00,0.08,76.27,80.00,0.10
4,67.23,80.00,0.20,76.94,80.00,0.10,76.58,80.00,0.10
5,65.82,80.00,0.24,71.68,80.00,0.14,74.99,80.00,0.12
6,67.72,80.00,0.25,74.85,80.00,0.14,75.18,80.00,0.13
7,73.84,80.00,0.23,77.00,80.00,0.13,73.84,80.00,0.15
8,74.24,70.00,0.07,79.51,70.00,0.03,77.93,70.00,0.04
1,74.37,70.00,0.06,76.42,70.00,0.04,77.17,70.00,0.03
2,67.26,70.00,0.10,70.98,70.00,0.06,71.41,70.00,0.06
3,60.91,70.00,0.15,66.77,70.00,0.09,70.20,70.00,0.07
4,59.71,70.00,0.18,64.41,70.00,0.11,64.70,70.00,0.10
5,52.95,70.00,0.25,63.64,70.00,0.13,63.24,70.00,0.12
6,58.56,70.00,0.24,64.17,70.00,0.14,64.19,70.00,0.13
7,61.87,70.00,0.24,65.75,70.00,0.14,64.66,70.00,0.14
8,64.88,60.00,0.05,70.74,60.00,0.01,66.64,60.00,0.04
1,65.01,60.00,0.04,66.62,60.00,0.02,66.39,60.00,0.03
2,55.48,60.00,0.10,63.00,60.00,0.03,62.11,60.00,0.04
3,50.13,60.00,0.14,56.54,60.00,0.07,59.94,60.00,0.06
4,46.09,60.00,0.19,55.79,60.00,0.08,53.67,60.00,0.10
5,45.76,60.00,0.22,50.48,60.00,0.13,51.59,60.00,0.13
6,48.13,60.00,0.23,50.93,60.00,0.14,54.30,60.00,0.12
7,48.82,60.00,0.25,54.01,60.00,0.14,53.85,60.00,0.14
8,57.50,50.00,0.02,55.51,50.00,0.03,58.13,50.00,0.01
1,52.50,50.00,0.04,57.38,50.00,0.01,55.42,50.00,0.02
2,45.89,50.00,0.08,50.06,50.00,0.05,53.57,50.00,0.02
3,42.17,50.00,0.11,47.91,50.00,0.06,44.28,50.00,0.08
4,34.59,50.00,0.18,41.45,50.00,0.11,44.47,50.00,0.09
5,33.23,50.00,0.22,42.61,50.00,0.12,43.10,50.00,0.11
6,34.11,50.00,0.25,43.08,50.00,0.13,42.60,50.00,0.13
7,38.07,50.00,0.25,41.86,50.00,0.15,41.46,50.00,0.15
8,45.14,40.00,0.02,47.31,40.00,0.01,46.55,40.00,0.01
1,46.40,40.00,0.00,47.50,40.00,-0.01,46.54,40.00,-0.00
2,39.94,40.00,0.03,42.74,40.00,0.01,42.04,40.00,0.02
3,27.86,40.00,0.12,36.45,40.00,0.05,36.48,40.00,0.05
4,26.41,40.00,0.15,32.39,40.00,0.08,32.13,40.00,0.09
5,22.41,40.00,0.21,31.26,40.00,0.11,31.57,40.00,0.11
6,24.95,40.00,0.23,29.18,40.00,0.14,31.13,40.00,0.13
7,28.09,40.00,0.23,30.85,40.00,0.15,33.27,40.00,0.13
8,31.83,30.00,0.03,34.20,30.00,0.01,34.78,30.00,0.01
1,31.43,30.00,0.03,36.30,30.00,-0.01,35.94,30.00,-0.01
2,22.09,30.00,0.09,31.32,30.00,0.01,31.63,30.00,0.01
3,18.07,30.00,0.14,26.60,30.00,0.04,28.20,30.00,0.03
4,15.98,30.00,0.17,20.85,30.00,0.09,21.63,30.00,0.08
5,14.02,30.00,0.22,19.19,30.00,0.12,22.68,30.00,0.09
6,17.44,30.00,0.22,20.69,30.00,0.13,18.68,30.00,0.13
7,22.85,30.00,0.21,20.49,30.00,0.15,20.64,30.00,0.14
8,23.19,20.00,0.01,27.14,20.00,-0.02,25.94,20.00,-0.01
1,22.63,20.00,0.00,24.65,20.00,-0.02,24.67,20.00,-0.02
2,15.56,20.00,0.05,22.91,20.00,-0.02,23.40,20.00,-0.02
3,9.08,20.00,0.10,12.88,20.00,0.05,17.42,20.00,0.02
4,0.00,20.00,0.19,11.52,20.00,0.07,10.41,20.00,0.07
5,0.00,20.00,0.23,12.77,20.00,0.08,11.20,20.00,0.09
6,0.00,20.00,0.27,6.01,20.00,0.14,11.30,20.00,0.10
7,0.98,20.00,0.30,9.70,20.00,0.14,7.56,20.00,0.15
8,15.17,10.00,-0.02,13.46,10.00,-0.01,13.55,10.00,-0.01
1,20.58,10.00,-0.07,10.55,10.00,0.00,14.62,10.00,-0.03
2,13.47,10.00,-0.04,9.42,10.00,0.01,10.88,10.00,-0.01
3,8.79,10.00,-0.02,0.00,10.00,0.08,3.94,10.00,0.04
4,0.00,10.00,0.05,2.41,10.00,0.08,0.00,10.00,0.08
5,0.00,10.00,0.07,0.00,10.00,0.11,0.00,10.00,0.10
6,0.00,10.00,0.09,0.00,10.00,0.13,0.00,10.00,0.12
7,0.00,10.00,0.11,1.21,10.00,0.14,0.00,10.00,0.14
8,0.00,0.00,0.00,9.67,0.00,-0.07,0.77,0.00,-0.01
1,0.00,0.00,0.00,5.39,0.00,-0.06,0.00,0.00,-0.00
2,0.00,0.00,0.00,4.79,0.00,-0.06,-2.05,0.00,0.01
3,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00
4,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00
5,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00
6,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00
7,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00
8,0.00,-10.00,-0.08,0.00,-10.00,-0.08,0.00,-10.00,-0.08
1,0.00,-10.00,-0.10,0.00,-10.00,-0.10,0.00,-10.00,-0.10
2,0.00,-10.00,-0.12,0.00,-10.00,-0.12,-0.53,-10.00,-0.12
3,-0.25,-10.00,-0.14,0.00,-10.00,-0.14,-5.31,-10.00,-0.11
4,-2.44,-10.00,-0.15,-0.42,-10.00,-0.16,-5.40,-10.00,-0.11
